STN,YYYYMMDD,   FG,  FHX,  FHN,  FXX
  344,20030830,   30,   60,   10,  110
  344,20030831,   33,   70,   10,  120
  344,20030901,   29,   60,   10,  120
  344,20030902,   18,   40,    0,   70
  344,20030903,   11,   30,    0,   60
  344,20030904,   18,   40,    0,   80
  344,20030905,   33,   50,   10,   90
  344,20030906,   39,   50,   30,   90
  344,20030907,   15,   30,    0,   50
  344,20030908,   15,   30,    0,   60
  344,20030909,   25,   40,   10,  100
  344,20030910,   35,   50,   10,  100
  344,20030911,   36,   70,    0,  110
  344,20030912,   29,   60,    0,  100
  344,20030913,   16,   30,    0,   60
  344,20030914,   19,   40,    0,   80
  344,20030915,   14,   30,    0,   60
  344,20030916,   17,   40,    0,   60
  344,20030917,   21,   40,    0,   80
  344,20030918,   40,   70,   20,  100
  344,20030919,   29,   50,   10,   90
  344,20030920,   20,   40,   10,   60
  344,20030921,   24,   50,    0,   80
  344,20030922,   60,   90,   20,  160
  344,20030923,   36,   60,   10,  140
  344,20030924,   12,   20,    0,   60
  344,20030925,   23,   50,    0,   80
  344,20030926,   29,   60,    0,  100
  344,20030927,   17,   40,    0,   70
  344,20030928,   36,   60,   20,   90
  344,20030929,   24,   60,   10,  100
  344,20030930,   33,   40,   20,   80
  344,20031001,   34,   60,   10,   90
  344,20031002,   19,   40,    0,   60
  344,20031003,   22,   30,   10,   80
  344,20031004,   35,   60,   10,  150
  344,20031005,   30,   50,   10,  110
  344,20031006,   75,  100,   30,  190
  344,20031007,   87,  110,   50,  220
  344,20031008,   66,   90,   40,  160
  344,20031009,   47,   60,   30,  110
  344,20031010,   50,   80,   10,  150
  344,20031011,   25,   50,    0,   80
  344,20031012,   34,   60,    0,   90
  344,20031013,   54,   70,   40,  110
  344,20031014,   60,   90,   40,  140
  344,20031015,   54,   70,   40,  110
  344,20031016,   47,   70,   30,  110
  344,20031017,   50,   70,   30,  110
  344,20031018,   35,   60,   20,   80
  344,20031019,   33,   70,   10,  100
  344,20031020,   36,   60,   10,  100
  344,20031021,   26,   30,   20,   50
  344,20031022,   45,   60,   30,  100
  344,20031023,   53,   80,   10,  120
  344,20031024,   24,   60,   10,  110
  344,20031025,   45,   70,   10,  130
  344,20031026,   30,   50,   10,   80
  344,20031027,   10,   20,    0,   40
  344,20031028,   24,   40,   10,   70
  344,20031029,   55,   70,   30,  120
  344,20031030,   45,   60,   30,  100
  344,20031031,   43,   70,    0,  130
  344,20031101,   38,   60,   10,  110
  344,20031102,   78,  100,   40,  170
  344,20031103,   86,  120,   50,  200
  344,20031104,   40,   50,   20,   90
  344,20031105,   43,   60,   30,   90
  344,20031106,   23,   40,   20,   70
  344,20031107,   60,   80,   30,  130
  344,20031108,   61,   90,   30,  140
  344,20031109,   35,   40,   20,   70
  344,20031110,   20,   40,   10,   60
  344,20031111,   37,   50,   20,   70
  344,20031112,   35,   50,   20,   80
  344,20031113,   40,   50,   20,   90
  344,20031114,   67,   90,   40,  150
  344,20031115,   61,  100,   20,  160
  344,20031116,   16,   40,    0,   80
  344,20031117,   61,   90,   30,  150
  344,20031118,   65,   80,   50,  130
  344,20031119,   75,  100,   50,  170
  344,20031120,   61,   70,   50,  120
  344,20031121,   51,   60,   30,  110
  344,20031122,   46,   60,   20,  100
  344,20031123,   28,   60,   10,   90
  344,20031124,   32,   50,   10,   90
  344,20031125,   36,   60,   10,   90
  344,20031126,   69,  100,   30,  160
  344,20031127,   12,   30,    0,   40
  344,20031128,   28,   50,   10,   80
  344,20031129,   60,   80,   40,  120
  344,20031130,   38,   60,   20,   90
  344,20031201,   40,   60,   20,   90
  344,20031202,   20,   30,   10,   80
  344,20031203,   36,   60,   10,  100
  344,20031204,   68,   90,   50,  130
  344,20031205,   25,   40,   10,   60
  344,20031206,   46,   70,   20,  140
  344,20031207,   38,   60,   20,   90
  344,20031208,   25,   30,   10,   70
  344,20031209,   18,   40,    0,   50
  344,20031210,   20,   40,    0,   60
  344,20031211,   65,   80,   40,  140
  344,20031212,   36,   80,   10,  130
  344,20031213,  113,  140,   70,  220
  344,20031214,   91,  110,   70,  220
  344,20031215,   75,   90,   50,  210
  344,20031216,   35,   60,   20,   90
  344,20031217,   41,   60,   20,   90
  344,20031218,   29,   40,   10,   70
  344,20031219,   31,   40,   30,   80
  344,20031220,   74,  120,   20,  200
  344,20031221,   97,  140,   20,  220
  344,20031222,   37,   80,   10,  180
  344,20031223,   43,   70,   20,  130
  344,20031224,   52,   60,   40,  100
  344,20031225,   68,   90,   50,  130
  344,20031226,   81,  100,   60,  180
  344,20031227,   77,   90,   50,  150
  344,20031228,   61,  100,   30,  160
  344,20031229,   43,   80,   20,  120
  344,20031230,   20,   30,   10,   70
  344,20031231,   34,   50,   20,   80
  344,20040101,   55,   60,   40,  110
  344,20040102,   43,   60,   20,   80
  344,20040103,   26,   60,    0,   90
  344,20040104,   41,   70,   20,  110
  344,20040105,   40,   60,   20,   80
  344,20040106,   64,   90,   40,  160
  344,20040107,   38,   60,   20,  100
  344,20040108,   79,  100,   60,  170
  344,20040109,   54,   60,   30,  130
  344,20040110,   43,   70,   30,  100
  344,20040111,   85,  110,   60,  190
  344,20040112,   61,   80,   20,  140
  344,20040113,   98,  120,   60,  210
  344,20040114,   56,   90,   20,  150
  344,20040115,   70,  100,   50,  170
  344,20040116,  103,  120,   80,  210
  344,20040117,   69,   90,   30,  150
  344,20040118,   43,   90,   10,  160
  344,20040119,   80,   90,   70,  150
  344,20040120,   32,   90,    0,  150
  344,20040121,   26,   40,   10,   70
  344,20040122,   58,   80,   40,  130
  344,20040123,   38,   50,   20,  100
  344,20040124,   44,   60,   20,  100
  344,20040125,   24,   40,   10,   70
  344,20040126,   37,   60,   10,  100
  344,20040127,   23,   40,   10,   90
  344,20040128,   51,   90,   20,  160
  344,20040129,   74,   90,   40,  170
  344,20040130,   74,   90,   50,  150
  344,20040131,  124,  190,   80,  300
  344,20040201,  108,  160,   70,  260
  344,20040202,   93,  140,   40,  220
  344,20040203,   85,  100,   70,  170
  344,20040204,   92,  110,   80,  180
  344,20040205,   87,  130,   70,  200
  344,20040206,   86,  130,   60,  210
  344,20040207,  104,  120,   70,  210
  344,20040208,  118,  160,   80,  250
  344,20040209,   60,  110,   20,  220
  344,20040210,   64,  100,   20,  150
  344,20040211,   51,   90,   20,  140
  344,20040212,   19,   30,    0,   50
  344,20040213,   21,   30,   10,   40
  344,20040214,   27,   40,   10,   70
  344,20040215,   17,   40,    0,   50
  344,20040216,   14,   30,    0,   40
  344,20040217,   23,   30,   10,   50
  344,20040218,   55,   80,   30,  130
  344,20040219,   66,   90,   40,  140
  344,20040220,   62,   80,   30,  120
  344,20040221,   44,   60,   30,  100
  344,20040222,   55,  100,   30,  140
  344,20040223,   36,   80,   10,  140
  344,20040224,   51,   90,   20,  140
  344,20040225,   43,   70,   10,  130
  344,20040226,   63,   90,   40,  150
  344,20040227,   29,   80,   10,  120
  344,20040228,   18,   40,   10,   60
  344,20040229,   30,   60,    0,  100
  344,20040301,   29,   50,   10,   70
  344,20040302,   37,   60,   20,  100
  344,20040303,   30,   50,   20,   70
  344,20040304,   36,   50,   20,   80
  344,20040305,   36,   50,   20,   90
  344,20040306,   28,   60,   10,   90
  344,20040307,   30,   50,   10,   80
  344,20040308,   34,   60,   10,   90
  344,20040309,   58,   80,   20,  120
  344,20040310,   46,   60,   30,  100
  344,20040311,   38,   50,   30,   90
  344,20040312,   52,   70,   30,  110
  344,20040313,   65,  100,   40,  180
  344,20040314,   84,  110,   40,  180
  344,20040315,   92,  110,   70,  170
  344,20040316,   64,   90,   40,  160
  344,20040317,   34,   60,   10,   90
  344,20040318,   44,  100,   10,  180
  344,20040319,   91,  130,   60,  210
  344,20040320,  130,  190,   70,  290
  344,20040321,  106,  130,   70,  210
  344,20040322,   57,  100,   10,  170
  344,20040323,   17,   40,   10,   90
  344,20040324,   29,   60,    0,   90
  344,20040325,   23,   40,   10,   70
  344,20040326,   29,   60,    0,  110
  344,20040327,   15,   40,    0,   60
  344,20040328,   35,   50,   20,   90
  344,20040329,   21,   40,   10,   80
  344,20040330,   51,   80,   20,  140
  344,20040331,   45,   60,   30,   90
  344,20040401,   43,   70,   20,  110
  344,20040402,   40,   70,   10,  120
  344,20040403,   66,  100,   20,  160
  344,20040404,   94,  120,   70,  200
  344,20040405,   81,  110,   40,  180
  344,20040406,   63,   90,   20,  170
  344,20040407,   57,   90,   30,  150
  344,20040408,   45,   70,   20,  140
  344,20040409,   25,   50,   10,   70
  344,20040410,   35,   60,   10,  110
  344,20040411,   22,   40,    0,   70
  344,20040412,   18,   40,    0,   70
  344,20040413,   21,   40,    0,   60
  344,20040414,   14,   30,   10,   60
  344,20040415,   30,   60,   10,  120
  344,20040416,   33,   50,   20,  100
  344,20040417,   44,   60,   20,  100
  344,20040418,   76,  110,   50,  180
  344,20040419,   51,   80,   10,  130
  344,20040420,   21,   30,   10,   90
  344,20040421,   44,   60,   30,  100
  344,20040422,   23,   40,    0,   70
  344,20040423,   23,   50,    0,   90
  344,20040424,    9,   20,    0,   30
  344,20040425,   18,   30,   10,   60
  344,20040426,   19,   40,   10,   70
  344,20040427,   36,   80,   10,  130
  344,20040428,   35,   60,   10,  140
  344,20040429,   42,   70,   10,  110
  344,20040430,   38,   60,   10,  160
  344,20040501,   31,   60,   10,  100
  344,20040502,   34,   60,   10,   90
  344,20040503,   39,   60,   20,  100
  344,20040504,   65,   90,   20,  160
  344,20040505,   60,   90,   30,  140
  344,20040506,   19,   30,   10,   60
  344,20040507,   47,   80,   10,  140
  344,20040508,   39,   50,   20,   90
  344,20040509,   22,   40,   10,   60
  344,20040510,   20,   40,   10,   70
  344,20040511,   39,   60,   20,   90
  344,20040512,   45,   60,   30,  110
  344,20040513,   33,   50,   10,   90
  344,20040514,   17,   40,    0,   70
  344,20040515,   29,   50,   10,   80
  344,20040516,   20,   40,    0,  100
  344,20040517,   14,   40,    0,   70
  344,20040518,   19,   40,    0,   80
  344,20040519,   32,   60,    0,  100
  344,20040520,   25,   40,    0,   80
  344,20040521,   48,   80,   20,  130
  344,20040522,   45,   70,   20,  140
  344,20040523,   48,   70,   10,  130
  344,20040524,   30,   60,    0,  100
  344,20040525,   22,   50,    0,   90
  344,20040526,   26,   40,    0,   90
  344,20040527,   22,   50,    0,   80
  344,20040528,   20,   40,    0,   70
  344,20040529,   28,   50,    0,  100
  344,20040530,   20,   40,   10,   70
  344,20040531,   24,   40,   10,   70
  344,20040601,   25,   40,   10,   80
  344,20040602,   39,   60,   10,  110
  344,20040603,   34,   40,   20,   80
  344,20040604,   38,   60,   20,   90
  344,20040605,   33,   60,    0,  100
  344,20040606,    9,   20,    0,   50
  344,20040607,   19,   40,    0,   90
  344,20040608,   27,   50,    0,  100
  344,20040609,   43,   60,   10,  100
  344,20040610,   34,   60,   20,  110
  344,20040611,   51,   70,   20,  110
  344,20040612,   47,   60,   20,  120
  344,20040613,   34,   50,   10,  100
  344,20040614,   32,   50,   10,   90
  344,20040615,   37,   70,   10,  110
  344,20040616,   34,   50,   20,   90
  344,20040617,   59,   90,   20,  150
  344,20040618,   41,   60,   20,  110
  344,20040619,   40,   60,   20,  110
  344,20040620,   41,   70,    0,  110
  344,20040621,   38,   60,   10,  110
  344,20040622,   33,   50,   10,  100
  344,20040623,  101,  140,   50,  240
  344,20040624,  111,  140,   70,  220
  344,20040625,   48,   70,   10,  120
  344,20040626,   35,   50,   10,  100
  344,20040627,   55,   80,   20,  140
  344,20040628,   44,   60,   30,  100
  344,20040629,   44,   70,   30,  120
  344,20040630,   46,   60,   20,  110
  344,20040701,   60,   80,   40,  140
  344,20040702,   75,  100,   50,  160
  344,20040703,   91,  110,   70,  180
  344,20040704,   45,   70,    0,  110
  344,20040705,   27,   50,    0,  100
  344,20040706,   20,   40,    0,   70
  344,20040707,   62,  110,   30,  160
  344,20040708,   38,   60,   10,  100
  344,20040709,   46,   70,   10,  130
  344,20040710,   49,   80,   30,  110
  344,20040711,   49,   60,   30,  110
  344,20040712,   44,   60,   30,  110
  344,20040713,   34,   50,   10,  100
  344,20040714,   60,   90,   30,  150
  344,20040715,   43,   80,   20,  130
  344,20040716,   36,   70,   10,  130
  344,20040717,   31,   80,    0,  210
  344,20040718,   29,   50,   20,   90
  344,20040719,   34,   60,   10,  100
  344,20040720,   29,   40,   20,   70
  344,20040721,   18,   30,    0,   60
  344,20040722,   20,   40,    0,   90
  344,20040723,   30,   50,   10,  100
  344,20040724,   28,   60,    0,  110
  344,20040725,   33,   60,   10,   90
  344,20040726,   30,   50,    0,  100
  344,20040727,   19,   30,    0,   70
  344,20040728,   23,   50,    0,   80
  344,20040729,   28,   50,    0,   90
  344,20040730,   18,   40,    0,   90
  344,20040731,   20,   30,    0,   60
  344,20040801,   22,   40,   10,   70
  344,20040802,   28,   50,   10,   80
  344,20040803,   31,   50,   20,   70
  344,20040804,   26,   40,   10,   70
  344,20040805,   25,   50,   10,   90
  344,20040806,   28,   50,   10,   80
  344,20040807,   20,   30,   10,   60
  344,20040808,   37,   70,   10,  120
  344,20040809,   51,   70,   40,  110
  344,20040810,   47,   70,   20,  120
  344,20040811,   28,   50,   10,   90
  344,20040812,   40,   60,   20,   90
  344,20040813,   60,   80,   40,  150
  344,20040814,   35,   70,   10,  120
  344,20040815,   34,   50,   10,   90
  344,20040816,   33,   60,   10,  100
  344,20040817,   37,   60,   20,  100
  344,20040818,   60,   90,   30,  150
  344,20040819,   86,  140,   60,  230
  344,20040820,   63,  100,   40,  150
  344,20040821,   38,   70,   10,  120
  344,20040822,   33,   60,   10,  110
  344,20040823,   31,   50,   10,   90
  344,20040824,   55,   80,   20,  140
  344,20040825,   56,   80,   30,  120
  344,20040826,   53,   70,   40,  120
  344,20040827,   62,   90,   10,  140
  344,20040828,   19,   40,    0,   70
  344,20040829,   55,   80,   20,  140
  344,20040830,   58,   80,   30,  140
  344,20040831,   45,   60,   10,  130
  344,20040901,   15,   30,    0,   50
  344,20040902,   20,   40,    0,   70
  344,20040903,   18,   40,    0,   60
  344,20040904,   18,   30,    0,   60
  344,20040905,   20,   30,    0,   60
  344,20040906,   41,   70,   10,  110
  344,20040907,   56,   70,   40,  110
  344,20040908,   48,   60,   30,   90
  344,20040909,   48,   80,   20,  120
  344,20040910,   45,   70,   20,  120
  344,20040911,   60,   90,   30,  150
  344,20040912,   90,  100,   70,  180
  344,20040913,   77,  100,   60,  160
  344,20040914,   84,  120,   60,  190
  344,20040915,   37,   60,   10,  110
  344,20040916,   25,   50,   10,   80
  344,20040917,   50,   80,   30,  120
  344,20040918,   57,   90,   20,  130
  344,20040919,   48,   70,   20,  110
  344,20040920,   94,  120,   70,  200
  344,20040921,   94,  110,   80,  180
  344,20040922,   58,   90,   20,  150
  344,20040923,   59,   90,   30,  180
  344,20040924,   58,   70,   30,  160
  344,20040925,   46,   70,   20,  120
  344,20040926,   35,   60,   10,  100
  344,20040927,   38,   50,   20,   80
  344,20040928,   53,   80,   30,  130
  344,20040929,   35,   50,    0,   90
  344,20040930,   25,   40,    0,   80
  344,20041001,   23,   30,   10,   80
  344,20041002,   65,   80,   40,  140
  344,20041003,   54,   70,   40,  110
  344,20041004,   54,   90,   20,  150
  344,20041005,   50,   70,   20,  120
  344,20041006,   75,  100,   50,  210
  344,20041007,   54,   80,   10,  120
  344,20041008,   17,   40,    0,   70
  344,20041009,   30,   50,    0,   80
  344,20041010,   56,   90,   20,  150
  344,20041011,   68,   90,   50,  140
  344,20041012,   65,   80,   50,  120
  344,20041013,   56,   70,   40,  120
  344,20041014,   63,   90,   30,  160
  344,20041015,   44,   60,   20,  110
  344,20041016,   44,   50,   30,  110
  344,20041017,   38,   50,   30,  110
  344,20041018,   39,   70,   20,  100
  344,20041019,   38,   60,   20,   90
  344,20041020,   57,   70,   40,  120
  344,20041021,   90,  140,   60,  230
  344,20041022,   76,   90,   70,  150
  344,20041023,   78,   90,   70,  160
  344,20041024,   60,   70,   50,  120
  344,20041025,   90,  120,   50,  190
  344,20041026,   28,   40,   10,   80
  344,20041027,   50,   70,   20,  130
  344,20041028,   43,   60,   30,  100
  344,20041029,   30,   50,   10,   90
  344,20041030,    9,   20,    0,   40
  344,20041031,   21,   40,    0,   80
  344,20041101,   41,   70,   10,  110
  344,20041102,   37,   60,   20,   90
  344,20041103,   21,   40,    0,   80
  344,20041104,   33,   50,   20,   80
  344,20041105,   48,   60,   40,  110
  344,20041106,   32,   50,   10,   90
  344,20041107,   14,   30,    0,   60
  344,20041108,   30,   40,   20,   90
  344,20041109,   22,   40,    0,   60
  344,20041110,   31,   50,    0,   80
  344,20041111,   23,   40,    0,   60
  344,20041112,   56,   80,   20,  170
  344,20041113,   45,   80,   10,  160
  344,20041114,   17,   30,   10,   70
  344,20041115,   40,   60,   30,   90
  344,20041116,   50,   80,   20,  120
  344,20041117,   86,  110,   70,  180
  344,20041118,   54,  100,   10,  160
  344,20041119,   79,  120,   20,  210
  344,20041120,   39,   70,   10,  150
  344,20041121,   42,   70,   10,  110
  344,20041122,   88,  100,   70,  160
  344,20041123,   30,   60,    0,  110
  344,20041124,   15,   30,    0,   90
  344,20041125,   17,   40,    0,   70
  344,20041126,   55,   70,   30,  110
  344,20041127,   30,   40,   20,   70
  344,20041128,   33,   60,    0,  100
  344,20041129,   13,   20,    0,   40
  344,20041130,   27,   50,   10,   80
  344,20041201,   25,   40,   10,   70
  344,20041202,   14,   30,   10,   70
  344,20041203,   15,   30,   10,   40
  344,20041204,   29,   50,   20,   80
  344,20041205,   31,   50,   20,   70
  344,20041206,   34,   50,   10,   70
  344,20041207,   25,   40,   10,   80
  344,20041208,   18,   30,   10,   60
  344,20041209,   32,   50,   10,   80
  344,20041210,   37,   50,   20,  100
  344,20041211,   22,   30,   10,   70
  344,20041212,   45,   50,   30,  100
  344,20041213,   29,   30,   20,   80
  344,20041214,   47,   60,   30,  110
  344,20041215,   55,   60,   40,  120
  344,20041216,   69,   90,   50,  150
  344,20041217,   65,  120,   10,  200
  344,20041218,   61,   90,   10,  190
  344,20041219,   25,   50,    0,  100
  344,20041220,   23,   50,   10,   80
  344,20041221,   25,   40,   20,   70
  344,20041222,   76,  120,   40,  180
  344,20041223,   92,  120,   50,  180
  344,20041224,   88,  110,   70,  180
  344,20041225,   48,   70,   10,  140
  344,20041226,   13,   20,    0,   40
  344,20041227,   30,   70,    0,  110
  344,20041228,   76,   90,   60,  160
  344,20041229,   39,   60,   10,  100
  344,20041230,   65,   80,   50,  130
  344,20041231,   59,   80,   30,  140
  344,20050101,   60,  120,   20,  200
  344,20050102,   95,  110,   80,  180
  344,20050103,   77,   90,   60,  150
  344,20050104,   93,  110,   40,  180
  344,20050105,   60,  100,   30,  170
  344,20050106,   69,   90,   40,  140
  344,20050107,  111,  150,   80,  230
  344,20050108,  113,  150,   70,  240
  344,20050109,   83,  100,   70,  170
  344,20050110,   84,  100,   60,  160
  344,20050111,   76,  100,   50,  170
  344,20050112,   78,  110,   70,  170
  344,20050113,   57,   80,   30,  130
  344,20050114,   25,   40,   10,   80
  344,20050115,   37,   50,   20,  100
  344,20050116,   42,   60,   30,  100
  344,20050117,   79,  100,   60,  170
  344,20050118,   61,   90,   20,  160
  344,20050119,   67,  100,   40,  150
  344,20050120,  105,  130,   80,  210
  344,20050121,   89,  120,   60,  200
  344,20050122,   39,   70,   10,  150
  344,20050123,   51,   90,   10,  200
  344,20050124,   40,   70,   10,  150
  344,20050125,   36,   70,   10,  120
  344,20050126,   34,   60,    0,  100
  344,20050127,   22,   30,   10,   60
  344,20050128,   17,   40,   10,   80
  344,20050129,   27,   50,   10,   80
  344,20050130,   37,   50,   30,   80
  344,20050131,   57,   90,   30,  150
  344,20050201,   54,   80,   30,  140
  344,20050202,   60,   70,   30,  120
  344,20050203,   30,   60,   10,  100
  344,20050204,   23,   50,   10,  100
  344,20050205,   46,   60,   40,   90
  344,20050206,   35,   50,   20,  110
  344,20050207,   25,   40,   10,   60
  344,20050208,   18,   30,   10,   70
  344,20050209,   59,   90,   20,  140
  344,20050210,   82,  120,   10,  190
  344,20050211,   17,   40,   10,   70
  344,20050212,  108,  150,   50,  240
  344,20050213,   90,  120,   50,  200
  344,20050214,   82,  110,   40,  210
  344,20050215,   60,   80,   40,  130
  344,20050216,   43,   60,   30,   90
  344,20050217,   13,   40,    0,   60
  344,20050218,   52,   80,   20,  120
  344,20050219,   49,   80,   10,  150
  344,20050220,   42,   60,   30,  140
  344,20050221,   44,   60,   30,  100
  344,20050222,   73,   90,   40,  150
  344,20050223,   37,   50,   10,   90
  344,20050224,   28,   60,    0,  110
  344,20050225,   24,   40,   10,   60
  344,20050226,   40,   90,   10,  140
  344,20050227,   52,   90,   10,  140
  344,20050228,   35,   90,    0,  130
  344,20050301,   80,   90,   70,  140
  344,20050302,   47,   80,   20,  130
  344,20050303,   56,   80,   20,  130
  344,20050304,   38,   70,    0,  120
  344,20050305,   34,   80,    0,  110
  344,20050306,   48,   70,   20,  130
  344,20050307,   60,   70,   40,  120
  344,20050308,   64,   80,   50,  120
  344,20050309,   51,   70,   10,  110
  344,20050310,   22,   50,    0,   70
  344,20050311,   83,  120,   50,  190
  344,20050312,   79,  110,   50,  180
  344,20050313,   55,   80,   30,  140
  344,20050314,   35,   50,   20,  100
  344,20050315,   67,   90,   30,  140
  344,20050316,   79,  100,   60,  180
  344,20050317,   94,  130,   50,  200
  344,20050318,   57,   80,   30,  110
  344,20050319,   21,   40,   10,   60
  344,20050320,   40,   50,   30,   80
  344,20050321,   57,   80,   30,  130
  344,20050322,   52,   70,   30,  110
  344,20050323,   39,   60,   20,  110
  344,20050324,   44,   60,   30,  110
  344,20050325,   28,   40,   10,   70
  344,20050326,   27,   40,   20,   70
  344,20050327,   23,   30,   10,   60
  344,20050328,   25,   50,   10,   70
  344,20050329,   29,   50,   10,   80
  344,20050330,   45,   60,   30,  100
  344,20050331,   29,   50,   10,   70
  344,20050401,   30,   50,   20,   80
  344,20050402,   41,   70,   20,  100
  344,20050403,   33,   40,   20,  110
  344,20050404,   48,   80,   10,  130
  344,20050405,   49,   80,   30,  120
  344,20050406,   68,   90,   30,  160
  344,20050407,  100,  140,   60,  210
  344,20050408,   63,  120,   10,  180
  344,20050409,   55,   70,   40,  140
  344,20050410,   38,   60,   10,   90
  344,20050411,   23,   40,    0,   70
  344,20050412,   27,   50,    0,   80
  344,20050413,   48,   70,   20,  100
  344,20050414,   41,   60,   10,  100
  344,20050415,   37,   80,   10,  140
  344,20050416,   42,   70,   10,  130
  344,20050417,   29,   50,   10,   80
  344,20050418,   39,   70,   10,  120
  344,20050419,   16,   30,    0,   50
  344,20050420,   26,   40,   10,   60
  344,20050421,   30,   40,   20,   80
  344,20050422,   24,   50,   10,   80
  344,20050423,   28,   60,    0,   90
  344,20050424,   35,   70,    0,  100
  344,20050425,   38,   50,   30,   80
  344,20050426,   29,   50,   10,  130
  344,20050427,   63,   90,   30,  150
  344,20050428,   45,   70,   20,  120
  344,20050429,   29,   40,    0,   70
  344,20050430,   19,   30,   10,   60
  344,20050501,   35,   60,   10,  110
  344,20050502,   17,   50,    0,   90
  344,20050503,   34,   70,    0,  100
  344,20050504,   46,   70,   30,  130
  344,20050505,   39,   60,   10,  100
  344,20050506,   52,   70,   10,  120
  344,20050507,   42,   90,   10,  150
  344,20050508,   43,   70,   20,  120
  344,20050509,   45,   70,   20,  130
  344,20050510,   44,   70,   20,  120
  344,20050511,   32,   50,   10,  100
  344,20050512,   48,   80,   10,  130
  344,20050513,   65,   80,   50,  120
  344,20050514,   56,   80,   20,  130
  344,20050515,   39,   70,   10,  100
  344,20050516,   33,   60,   10,  110
  344,20050517,   29,   50,   10,   90
  344,20050518,   20,   40,   10,   80
  344,20050519,   58,   80,   30,  140
  344,20050520,   53,   80,   20,  130
  344,20050521,   43,   70,   20,  120
  344,20050522,   48,   80,   10,  130
  344,20050523,   57,   70,   40,  120
  344,20050524,   62,   90,   30,  140
  344,20050525,   53,   80,   20,  160
  344,20050526,   43,   70,   10,  110
  344,20050527,   29,   50,    0,  100
  344,20050528,   67,  100,   40,  160
  344,20050529,   24,   40,   10,   70
  344,20050530,   27,   50,   10,   70
  344,20050531,   30,   50,    0,   80
  344,20050601,   27,   50,    0,  110
  344,20050602,   48,   60,   10,  110
  344,20050603,   40,   90,   10,  150
  344,20050604,   80,  110,   60,  180
  344,20050605,   48,   60,   20,  100
  344,20050606,   41,   60,   10,  110
  344,20050607,   41,   60,   10,  100
  344,20050608,   25,   40,    0,  100
  344,20050609,   18,   40,    0,   70
  344,20050610,   35,   60,    0,  100
  344,20050611,   35,   50,   10,   90
  344,20050612,   40,   70,   20,  120
  344,20050613,   44,   70,   20,  110
  344,20050614,   42,   60,   20,  100
  344,20050615,   49,   80,   20,  150
  344,20050616,   67,   90,   50,  140
  344,20050617,   41,   70,   10,  100
  344,20050618,   29,   40,   10,   80
  344,20050619,   34,   50,   20,   80
  344,20050620,   29,   40,   20,  100
  344,20050621,   24,   40,    0,   80
  344,20050622,   15,   30,    0,   60
  344,20050623,   22,   40,   10,   70
  344,20050624,   19,   40,    0,   70
  344,20050625,   39,   60,   10,  140
  344,20050626,   34,   50,   20,   80
  344,20050627,   30,   40,   20,   70
  344,20050628,   43,   70,   10,  100
  344,20050629,   29,   60,   10,  100
  344,20050630,   31,   50,   10,  100
  344,20050701,   44,   70,   10,  110
  344,20050702,   34,   50,   20,   90
  344,20050703,   27,   40,   20,   70
  344,20050704,   49,  100,   10,  180
  344,20050705,   47,   70,   30,  100
  344,20050706,   44,   70,   20,  110
  344,20050707,   32,   50,   10,   90
  344,20050708,   14,   20,   10,   40
  344,20050709,   29,   50,    0,   80
  344,20050710,   33,   60,   10,  100
  344,20050711,   39,   60,   20,  100
  344,20050712,   31,   40,   10,   70
  344,20050713,   21,   40,    0,   60
  344,20050714,   12,   30,    0,   60
  344,20050715,   31,   60,   10,   80
  344,20050716,   20,   40,    0,   70
  344,20050717,   15,   30,    0,   70
  344,20050718,   44,   90,   10,  140
  344,20050719,   68,   90,   40,  140
  344,20050720,   63,   90,   30,  160
  344,20050721,   56,   70,   30,  130
  344,20050722,   41,   50,   20,  100
  344,20050723,   30,   50,   10,   90
  344,20050724,   34,   60,   10,  100
  344,20050725,   40,   60,   20,  120
  344,20050726,   21,   40,   10,   90
  344,20050727,   25,   50,    0,   70
  344,20050728,   20,   40,    0,   90
  344,20050729,   30,   50,   10,   80
  344,20050730,   57,   80,   30,  130
  344,20050731,   51,   80,   30,  120
  344,20050801,   20,   30,   10,   60
  344,20050802,   15,   30,    0,   70
  344,20050803,   38,   70,   10,  100
  344,20050804,   38,   60,   20,   90
  344,20050805,   44,   70,   20,  120
  344,20050806,   38,   70,   10,  120
  344,20050807,   45,   70,   20,  140
  344,20050808,   40,   60,   20,  100
  344,20050809,   38,   50,   20,  100
  344,20050810,   37,   50,   20,   90
  344,20050811,   23,   40,    0,   60
  344,20050812,   28,   60,   10,  120
  344,20050813,   40,   60,    0,  120
  344,20050814,   55,   80,   30,  130
  344,20050815,   35,   60,   10,  100
  344,20050816,   14,   30,    0,   50
  344,20050817,   24,   50,    0,   70
  344,20050818,   23,   50,    0,   90
  344,20050819,   25,   70,    0,  150
  344,20050820,   33,   60,   10,   90
  344,20050821,   18,   40,   10,   70
  344,20050822,   18,   40,   10,   60
  344,20050823,   33,   60,   10,  100
  344,20050824,   63,   90,   20,  180
  344,20050825,   55,   70,   10,  150
  344,20050826,   54,   80,   30,  140
  344,20050827,   33,   50,    0,   90
  344,20050828,   29,   50,   10,   80
  344,20050829,   29,   50,   10,   80
  344,20050830,   25,   40,    0,   70
  344,20050831,   35,   50,   20,   90
  344,20050901,   45,   70,   20,  120
  344,20050902,   26,   40,    0,   80
